,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,blackassign0001,https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
1,blackassign0002,https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
2,blackassign0003,https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
3,blackassign0004,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
4,blackassign0005,https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
5,blackassign0006,https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
6,blackassign0007,https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
7,blackassign0008,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
8,blackassign0009,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
9,blackassign0010,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
10,blackassign0011,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
11,blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
12,blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
13,blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
14,blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
15,blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
16,blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
17,blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
18,blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
19,blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
20,blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
21,blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
22,blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
23,blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
24,blackassign0025,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
25,blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
26,blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
27,blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
28,blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
29,blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
30,blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
31,blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
32,blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
33,blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
34,blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
35,blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
36,blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
37,blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
38,blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
39,blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
40,blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
41,blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
42,blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
43,blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
44,blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
45,blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
46,blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
47,blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
48,blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
49,blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
50,blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
51,blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,1.0,0,0.9999990000010001,0.04999999750000012,76.0,0.4,30.560000000000002,10.0,8.0,20.0,47.0,0.0,6.7
